"Latitude (decimal degrees):	30.061",,,,,,,,
"Longitude (decimal degrees):	76.760",,,,,,,,
"Elevation (m):	256",,,,,,,,
"Radiation database:	PVGIS-ERA5",,,,,,,,
,,,,,,,,
,,,,,,,,
Slope: 29 deg. ,,,,,,,,
Azimuth: 0 deg. ,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	5.0",,,,,,,,
"System losses (%):	14.0",,,,,,,,
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190611:1230,240.45,23.1,69.86,1.85,15.92,42.55,1.1,0
20190611:1330,21.45,0,15.72,0.22,3.81,41.09,2.07,0
20190611:1430,0,0,0,0,0,38.55,2.9,0
20190611:1530,0,0,0,0,0,37.12,4,0
20190611:1630,0,0,0,0,0,36.35,3.93,0
20190611:1730,0,0,0,0,0,35.54,2.14,0
20190611:1830,0,0,0,0,0,33.76,0.69,0
20190611:1930,0,0,0,0,0,32.49,1.93,0
20190611:2030,0,0,0,0,0,31.95,2.41,0
20190611:2130,0,0,0,0,0,31.56,2.97,0
20190611:2230,0,0,0,0,0,31.11,3.38,0
20190611:2330,0,0,0,0,-4.81,30.73,3.72,0
20190612:0030,56.15,0,26.63,0.37,6.8,30.22,4.14,0
20190612:0130,342.05,60.97,62.06,2.53,19.03,30.72,4.07,0
20190612:0230,1011.85,157.59,120.96,4.36,31.66,32.7,4.62,0
20190612:0330,1609.2,268.66,153.88,6.06,44.54,34.53,5.1,0
20190612:0430,1737.3,259.53,197.03,6.23,57.51,36.38,5.38,0
20190612:0530,2561.15,503.79,174.76,9.12,70.32,37.69,5.17,0
20190612:0630,2825,542.35,218.92,10.11,81.44,39.19,4.9,0
20190612:0730,2903.7,557.77,222.99,10.38,79.17,38.88,5.24,0
20190612:0830,2502.2,501.02,172.18,9.09,67.22,39.46,4.21,0
20190612:0930,2032.8,385.58,164.02,7.63,54.33,39.86,3.24,0
20190612:1030,1569.75,303.15,127.04,6.34,41.36,39.69,2.55,0
20190612:1130,886.4,170.08,93.21,4.4,28.53,39.73,2.28,0
20190612:1230,232.35,19.52,68.03,1.67,15.99,38.92,2.48,0
20190612:1330,27.25,0,17.7,0.25,3.88,37.89,2.28,0
20190612:1430,0,0,0,0,0,36.08,0.83,0
20190612:1530,0,0,0,0,0,32.23,3.72,0
20190612:1630,0,0,0,0,0,29.79,3.72,0
20190612:1730,0,0,0,0,0,29.32,1.66,0
20190612:1830,0,0,0,0,0,28.82,1.52,0
20190612:1930,0,0,0,0,0,30.47,1.66,0
20190612:2030,0,0,0,0,0,29.51,1.52,0
20190612:2130,0,0,0,0,0,28.71,1.52,0
20190612:2230,0,0,0,0,0,28.25,1.86,0
20190612:2330,0,0,0,0,-4.81,27.72,1.79,0
20190613:0030,75.35,0,32.11,0.45,6.79,27.49,1.79,0
20190613:0130,369.35,61.24,68.28,2.64,19.02,28.61,1.45,0
20190613:0230,1061.05,184.16,109.57,4.67,31.64,31.51,1.52,0
20190613:0330,1866,352.49,146.22,7.23,44.52,33.88,1.59,0
20190613:0430,2542.2,545.18,148.58,9.6,57.49,35.72,1.31,0
20190613:0530,2727.15,593.32,162.11,10.18,70.3,37.42,1.31,0
20190613:0630,3015.9,675.65,172.12,11.3,81.46,38.65,1.59,0
20190613:0730,2929.1,640.29,178.58,10.92,79.24,39.58,2,0
20190613:0830,2600.95,556.55,163.42,9.74,67.28,40.18,2.07,0
20190613:0930,2208.75,439.47,168.21,8.45,54.39,40.47,2.07,0
20190613:1030,1707.9,352.22,119.51,7,41.43,40.71,2.21,0
20190613:1130,924.35,180.25,95.16,4.62,28.6,40.93,2.34,0
20190613:1230,219.3,31.52,58.81,2,16.05,40.65,2.41,0
20190613:1330,24.15,0,16.66,0.23,3.96,39.5,1.66,0
20190613:1430,0,0,0,0,0,37.78,1.72,0
20190613:1530,0,0,0,0,0,35.88,1.86,0
20190613:1630,0,0,0,0,0,34.4,1.86,0
20190613:1730,0,0,0,0,0,33.19,1.79,0
20190613:1830,0,0,0,0,0,32.03,1.52,0
20190613:1930,0,0,0,0,0,31.08,2.62,0
20190613:2030,0,0,0,0,0,30.41,2.41,0
20190613:2130,0,0,0,0,0,29.61,2.28,0
20190613:2230,0,0,0,0,0,28.77,2.14,0
20190613:2330,0,0,0,0,-4.81,27.83,2.07,0
20190614:0030,78.7,0,33.01,0.46,6.78,26.9,2.07,0
20190614:0130,405.75,71.86,69.6,2.97,19,27.21,1.59,0
20190614:0230,1251.25,240.8,102.55,5.58,31.62,30.82,1.93,0
20190614:0330,2078.25,424.39,127.5,8.07,44.49,34,2.62,0
20190614:0430,2713.15,584.97,145.89,10.13,57.47,36.8,3.17,0
20190614:0530,3126.65,700.83,158.09,11.6,70.28,39.17,3.59,0
20190614:0630,3326.2,755.56,163.28,12.27,81.48,40.8,4.48,0
20190614:0730,3297.6,751.18,162.06,12.21,79.31,41.4,4.48,0
20190614:0830,3044.5,682.6,154.34,11.35,67.35,42.09,4.9,0
20190614:0930,2539.75,550.18,142.18,9.69,54.46,42.45,5.03,0
20190614:1030,1829.2,379.23,122.07,7.46,41.49,42.48,5.1,0
20190614:1130,983.9,195.47,96.09,4.92,28.66,42.14,5.03,0
20190614:1230,238.95,35.23,62.28,2.2,16.12,41.43,4.55,0
20190614:1330,33.4,0,19.99,0.28,4.02,39.42,3.38,0
20190614:1430,0,0,0,0,0,36.6,3.45,0
20190614:1530,0,0,0,0,0,34.59,3.59,0
20190614:1630,0,0,0,0,0,33.24,3.45,0
20190614:1730,0,0,0,0,0,32.04,3.31,0
20190614:1830,0,0,0,0,0,30.98,3.24,0
20190614:1930,0,0,0,0,0,29.76,2.76,0
20190614:2030,0,0,0,0,0,28.79,2.69,0
20190614:2130,0,0,0,0,0,27.85,2.62,0
20190614:2230,0,0,0,0,0,27.14,2.62,0
20190614:2330,0,0,0,0,-4.82,26.63,2.69,0
20190615:0030,80.6,0,33.46,0.47,6.76,26.24,2.69,0
20190615:0130,408.3,72.43,69.85,3,18.97,27.24,2.34,0
20190615:0230,1258.85,242.49,102.92,5.62,31.59,30.85,2,0
20190615:0330,2070.4,426.53,127.77,8.11,44.46,34.72,2.14,0
20190615:0430,2692.85,586.51,146.44,10.17,57.44,37.93,2.76,0
20190615:0530,3115.5,700.51,158.81,11.61,70.25,40.36,3.79,0
20190615:0630,3159.85,678.5,190.57,11.59,81.48,41.82,5.1,0
20190615:0730,3126.55,639.83,223.33,11.5,79.38,42.39,5.1,0
20190615:0830,2979.45,649.08,170.73,11.11,67.41,42.87,5.17,0
20190615:0930,2507.45,532.86,151.35,9.57,54.52,43.17,5.45,0
20190615:1030,1814.75,364.14,133.36,7.38,41.55,43.02,5.72,0
20190615:1130,922.75,172.51,101.25,4.56,28.72,42.57,5.86,0
20190615:1230,238.6,36.69,61.33,2.23,16.18,41.58,5.52,0
20190615:1330,32.7,0,19.76,0.28,4.09,39.89,4.28,0
20190615:1430,0,0,0,0,0,37.38,3.66,0
20190615:1530,0,0,0,0,0,35.65,3.31,0
20190615:1630,0,0,0,0,0,34.26,3.1,0
20190615:1730,0,0,0,0,0,32.97,2.9,0
20190615:1830,0,0,0,0,0,31.93,2.97,0
20190615:1930,0,0,0,0,0,31.65,4.34,0
20190615:2030,0,0,0,0,0,31.54,4.69,0
20190615:2130,0,0,0,0,0,31.39,4.55,0
20190615:2230,0,0,0,0,0,31.2,4.69,0
20190615:2330,0,0,0,0,-4.83,30.72,4.97,0
20190616:0030,69.25,0,30.63,0.43,6.74,30.49,5.17,0
20190616:0130,380.8,50.43,79.37,2.52,18.95,30.89,4.69,0
20190616:0230,1044.7,165.64,121.26,4.53,31.56,32.42,4.9,0
20190616:0330,1865.35,330.68,156.58,7.05,44.43,34.07,5.45,0
20190616:0430,2558.3,496.56,173.66,9.26,57.4,35.98,6,0
20190616:0530,2957.1,615.3,168.62,10.57,70.23,37.64,6.21,0
20190616:0630,1770.35,123.46,351.35,6.31,81.49,38.85,5.72,0
20190616:0730,2104.7,263.3,287.73,7.32,79.44,34.04,4.28,0
20190616:0830,2805.9,553.37,190.01,10.05,67.47,34.96,4.07,0
20190616:0930,2327.4,448.5,166.64,8.57,54.57,36.43,4.48,0
20190616:1030,1550.5,276.94,138.24,6.1,41.61,37.03,4.48,0
20190616:1130,911.5,158.59,105.33,4.36,28.78,37.07,4.28,0
20190616:1230,220.25,23.25,61.85,1.71,16.24,36.87,4.34,0
20190616:1330,22.05,0,15.58,0.22,4.15,34.4,4.21,0
20190616:1430,0,0,0,0,0,33.61,3.24,0
20190616:1530,0,0,0,0,0,32.27,3.24,0
20190616:1630,0,0,0,0,0,31.29,3.52,0
20190616:1730,0,0,0,0,0,30.51,3.66,0
20190616:1830,0,0,0,0,0,29.88,3.59,0
20190616:1930,0,0,0,0,0,30.31,3.66,0
20190616:2030,0,0,0,0,0,29.98,3.45,0
20190616:2130,0,0,0,0,0,29.59,2.97,0
20190616:2230,0,0,0,0,0,29.12,2.62,0
20190616:2330,0,0,0,0,-4.85,28.72,2.41,0
20190617:0030,73.35,0,31.62,0.44,6.71,28.33,2.21,0
20190617:0130,355.45,56.24,68.65,2.53,18.92,28.96,2.14,0
20190617:0230,1156.3,201.89,114.18,5.07,31.53,30.85,3.1,0
20190617:0330,1946.8,377.84,131.08,7.43,44.4,32.92,3.93,0
20190617:0430,2524.3,492.83,171,9.18,57.37,34.86,4.34,0
20190617:0530,2587.5,483.37,203.26,9.23,70.2,36.42,4.28,0
20190617:0630,2545,475.84,202.7,9.03,81.49,37.49,4.21,0
20190617:0730,2613.95,490.5,206.82,9.29,79.5,37.68,4.48,0
20190617:0830,2718.75,519.12,210.31,9.84,67.53,38.32,4.62,0
20190617:0930,2265.85,449.7,154.68,8.43,54.63,38.79,4.76,0
20190617:1030,1529.4,266.24,144.4,6.02,41.67,37.82,4.9,0
20190617:1130,687.1,84.65,115.44,3.12,28.84,36.09,4.48,0
20190617:1230,213.85,23.86,59.2,1.69,16.3,35.15,4.62,0
20190617:1330,24.2,0,16.35,0.23,4.21,34.04,3.17,0
20190617:1430,0,0,0,0,0,33.02,2.83,0
20190617:1530,0,0,0,0,0,31.35,2.41,0
20190617:1630,0,0,0,0,0,30.7,2.41,0
20190617:1730,0,0,0,0,0,29.86,2.83,0
20190617:1830,0,0,0,0,0,29.02,2.62,0
20190617:1930,0,0,0,0,0,27.28,1.1,0
20190617:2030,0,0,0,0,0,26.8,1.72,0
20190617:2130,0,0,0,0,0,26.45,1.79,0
20190617:2230,0,0,0,0,0,26.19,1.24,0
20190617:2330,0,0,0,0,-4.87,25.95,1.1,0
20190618:0030,48.6,0,23.8,0.33,6.68,24.79,1.86,0
20190618:0130,193.65,3.91,61.05,0.93,18.88,24.5,2,0
20190618:0230,688.4,60.53,126.81,2.76,31.5,24.39,3.17,0
20190618:0330,1700.35,226.27,207.11,6.16,44.36,26.04,2.97,0
20190618:0430,2544.6,478.41,188.24,9.2,57.33,28.71,1.59,0
20190618:0530,2773.6,502.6,243.01,10.01,70.16,31.15,1.31,0
20190618:0630,2512.35,364.51,319.61,9.07,81.48,32.53,0.69,0
20190618:0730,2323.4,310.04,301.35,8.12,79.55,31,2.07,0
20190618:0830,2641.55,462.42,244.64,9.52,67.58,31.76,1.52,0
20190618:0930,2294.05,398.02,211.59,8.44,54.68,32.67,1.79,0
20190618:1030,1618.1,273.88,156.8,6.3,41.72,33.3,2.14,0
20190618:1130,914.35,158.19,103.06,4.32,28.9,33.19,2.41,0
20190618:1230,239.65,27.66,63.4,1.89,16.35,33.04,2.62,0
20190618:1330,33.05,0,19.36,0.27,4.26,32.37,2,0
20190618:1430,0,0,0,0,0,31.29,1.52,0
20190618:1530,0,0,0,0,0,30.16,1.52,0
20190618:1630,0,0,0,0,0,29.39,1.59,0
20190618:1730,0,0,0,0,0,28.57,1.79,0
20190618:1830,0,0,0,0,0,27.8,1.59,0
20190618:1930,0,0,0,0,0,26.54,1.86,0
20190618:2030,0,0,0,0,0,26.22,1.79,0
20190618:2130,0,0,0,0,0,25.87,1.52,0
20190618:2230,0,0,0,0,0,25.54,1.45,0
20190618:2330,0,0,0,0,-4.89,25.25,1.59,0
20190619:0030,88.5,0,35.57,0.5,6.65,24.94,1.66,0
20190619:0130,387.15,59.58,73.17,2.71,18.85,25.61,1.17,0
20190619:0230,1181.65,217.21,104.73,5.22,31.46,27.9,1.17,0
20190619:0330,1984.65,386.84,133.94,7.61,44.32,30.01,1.59,0
20190619:0430,2593.6,533.55,155.35,9.55,57.29,31.59,1.72,0
20190619:0530,3008.25,653.28,164.46,11.05,70.13,32.95,1.59,0
20190619:0630,3159.25,700.41,176.65,11.71,81.46,34.17,1.24,0
20190619:0730,3110.7,707.99,167.54,11.71,79.6,35.55,0.9,0
20190619:0830,2773.8,619.98,156.2,10.53,67.63,36.32,0.62,0
20190619:0930,2252.35,467.94,150.37,8.63,54.74,36.76,0.76,0
20190619:1030,1628.85,318.45,126.21,6.57,41.77,36.99,1.24,0
20190619:1130,825.05,135.52,105.88,3.93,28.95,36.89,1.72,0
20190619:1230,218.85,32.13,56.56,1.96,16.41,36.4,1.72,0
20190619:1330,27.4,0,17.56,0.25,4.31,34.89,2,0
20190619:1430,0,0,0,0,0,32.96,2.34,0
20190619:1530,0,0,0,0,0,31.62,2.41,0
20190619:1630,0,0,0,0,0,30.75,2.28,0
20190619:1730,0,0,0,0,0,29.79,2.28,0
20190619:1830,0,0,0,0,0,28.79,2.41,0
20190619:1930,0,0,0,0,0,28.46,2.34,0
20190619:2030,0,0,0,0,0,27.84,2.55,0
20190619:2130,0,0,0,0,0,27.19,2.34,0
20190619:2230,0,0,0,0,0,26.44,2.14,0
20190619:2330,0,0,0,0,-4.92,25.89,2.55,0
20190620:0030,72.55,0,31.03,0.43,6.62,25.38,2.55,0
20190620:0130,378.55,60.73,70.23,2.71,18.81,25.7,2.34,0
20190620:0230,1171.55,211.8,104.65,5.13,31.42,27.33,2.34,0
20190620:0330,1994,388.13,132.03,7.61,44.28,29.24,1.79,0
20190620:0430,2541.8,524.54,153.98,9.41,57.25,31.31,1.17,0
20190620:0530,2946.4,645.03,170.61,11.02,70.09,33.26,0.69,0
20190620:0630,3110.25,694.79,173.62,11.6,81.44,35.29,1.17,0
20190620:0730,3038.2,649.14,189.42,11.2,79.64,35.91,1.79,0
20190620:0830,2669,551.42,172.57,9.8,67.68,36.76,2.34,0
20190620:0930,2167.65,413.99,166.94,8.08,54.79,37.3,2.9,0
20190620:1030,1750.2,343.51,128.21,6.99,41.82,37.4,3.24,0
20190620:1130,893.9,167.89,92.63,4.34,29,37.47,3.72,0
20190620:1230,223.9,29.72,58.85,1.89,16.45,36.07,4.41,0
20190620:1330,25.7,0,16.93,0.24,4.36,34.53,2.9,0
20190620:1430,0,0,0,0,0,33.02,2.48,0
20190620:1530,0,0,0,0,0,31.76,2.41,0
20190620:1630,0,0,0,0,0,30.73,2.48,0
20190620:1730,0,0,0,0,0,29.91,2.21,0
20190620:1830,0,0,0,0,0,28.98,1.79,0
20190620:1930,0,0,0,0,0,27.48,1.72,0
20190620:2030,0,0,0,0,0,26.76,1.45,0
20190620:2130,0,0,0,0,0,26.08,1.45,0
20190620:2230,0,0,0,0,0,25.55,1.59,0
20190620:2330,0,0,0,0,-4.95,25.22,1.66,0
20190621:0030,73,0,31.12,0.43,6.58,24.99,1.59,0
20190621:0130,377.05,61.46,69.79,2.73,18.77,25.83,1.1,0
20190621:0230,1169.95,217.11,104.05,5.22,31.37,28.68,0.76,0
20190621:0330,1926.8,380.41,136.28,7.55,44.24,31.18,0.28,0
20190621:0430,2556.95,548.24,147.97,9.67,57.21,33.23,0.69,0
20190621:0530,2977.55,657.99,160.59,11.07,70.04,34.92,1.52,0
20190621:0630,3060.35,642.02,199.42,11.22,81.42,36.24,2.21,0
20190621:0730,2986.8,621.73,208.52,11.08,79.68,36.7,1.59,0
20190621:0830,2805.35,591.17,177.16,10.4,67.73,37.44,2.28,0
20190621:0930,2275.9,452.97,160.76,8.55,54.83,37.91,2.76,0
20190621:1030,1737.95,346.86,123.11,6.97,41.87,37.93,3.1,0
20190621:1130,897,171.55,90.58,4.38,29.04,37.76,3.31,0
20190621:1230,242.8,36.4,60.59,2.16,16.5,37.05,3.45,0
20190621:1330,30.95,0,18.86,0.26,4.4,35.87,2.97,0
20190621:1430,0,0,0,0,0,33.89,2.41,0
20190621:1530,0,0,0,0,0,32.45,2.14,0
20190621:1630,0,0,0,0,0,31.26,2,0
20190621:1730,0,0,0,0,0,30.26,2.14,0
20190621:1830,0,0,0,0,0,29.55,2.21,0
20190621:1930,0,0,0,0,0,28.93,1.66,0
20190621:2030,0,0,0,0,0,27.97,1.86,0
20190621:2130,0,0,0,0,0,27.24,1.86,0
20190621:2230,0,0,0,0,0,26.52,1.93,0
20190621:2330,0,0,0,0,-4.99,26.02,1.93,0
20190622:0030,70.45,0,30.45,0.43,6.53,25.58,2,0
20190622:0130,379.1,64.56,68.5,2.81,18.72,26.31,1.66,0
20190622:0230,1179.55,222.48,101.11,5.28,31.33,29.6,1.66,0
20190622:0330,1998.85,403.49,127.36,7.78,44.19,32.68,1.79,0
20190622:0430,2613.1,552.35,151.79,9.78,57.16,35.12,2.14,0
20190622:0530,3036.6,676.04,158.11,11.28,70,36.81,2.34,0
20190622:0630,3096.3,688.42,171.08,11.48,81.38,38.03,2.28,0
20190622:0730,2834.2,595.52,202.21,10.64,79.72,38.89,1.24,0
20190622:0830,2756.05,599.6,170.64,10.43,67.77,39.45,1.59,0
20190622:0930,2310.65,487.66,148.03,8.88,54.88,39.9,1.93,0
20190622:1030,1684.7,341.77,121.46,6.87,41.91,40.01,2.21,0
20190622:1130,913.35,170.32,99.09,4.47,29.09,39.78,2.41,0
20190622:1230,249.25,38.28,62.05,2.25,16.54,39.21,2.28,0
20190622:1330,34,0,20.08,0.28,4.44,37.8,1.93,0
20190622:1430,0,0,0,0,0,35.66,2.21,0
20190622:1530,0,0,0,0,0,33.88,2.21,0
20190622:1630,0,0,0,0,0,32.69,1.72,0
20190622:1730,0,0,0,0,0,31.41,1.52,0
20190622:1830,0,0,0,0,0,30.1,2.34,0
20190622:1930,0,0,0,0,0,30.29,4,0
20190622:2030,0,0,0,0,0,29.89,4.28,0
20190622:2130,0,0,0,0,0,29.43,4.07,0
20190622:2230,0,0,0,0,0,29.04,3.93,0
20190622:2330,0,0,0,0,-5.03,28.59,3.72,0
20190623:0030,69.8,0,30.54,0.43,6.49,28.19,3.45,0
20190623:0130,365.1,54.15,72.78,2.57,18.68,28.52,3.17,0
20190623:0230,1121.3,196.56,108.65,4.92,31.28,29.71,3.79,0
20190623:0330,1923.6,357.97,143.09,7.3,44.14,31.23,3.24,0
20190623:0430,2474.5,497.5,156.59,9.07,57.11,32.9,2.41,0
20190623:0530,2938.2,637.63,165.72,10.85,69.95,34.45,1.59,0
20190623:0630,2723.1,550.04,203.02,10.03,81.35,36.03,1.03,0
20190623:0730,2844.35,584.81,209.97,10.6,79.75,37.04,1.1,0
20190623:0830,2419.95,501.74,167.12,9.05,67.81,38.22,1.03,0
20190623:0930,2221.6,461.3,149.16,8.52,54.92,38.84,1.38,0
20190623:1030,1546.35,310.41,115.47,6.3,41.96,39.39,1.52,0
20190623:1130,805.35,153.94,86.18,3.98,29.13,39.31,1.45,0
20190623:1230,236.55,35.55,60.04,2.11,16.58,38.96,1.1,0
20190623:1330,28.8,0,18.28,0.26,4.48,38.13,0.55,0
20190623:1430,0,0,0,0,0,36.36,0.34,0
20190623:1530,0,0,0,0,0,34.78,1.24,0
20190623:1630,0,0,0,0,0,33.38,2,0
20190623:1730,0,0,0,0,0,32.23,2.55,0
20190623:1830,0,0,0,0,0,31.67,3.03,0
20190623:1930,0,0,0,0,0,31.32,4.21,0
20190623:2030,0,0,0,0,0,30.62,3.66,0
20190623:2130,0,0,0,0,0,29.93,3.17,0
20190623:2230,0,0,0,0,0,29.37,2.9,0
20190623:2330,0,0,0,0,-5.07,28.82,2.9,0
20190624:0030,67.45,0,29.87,0.42,6.44,28.34,2.83,0
20190624:0130,363.8,52.5,73.65,2.54,18.63,28.54,3.1,0
20190624:0230,1103.05,194.83,105.34,4.85,31.23,29.45,3.93,0
20190624:0330,1930.85,361.56,136.85,7.27,44.09,30.79,4.41,0
20190624:0430,2510.7,480.77,169.77,9,57.06,32.26,4.48,0
20190624:0530,2936.2,591.4,183.24,10.45,69.9,33.69,4.07,0
20190624:0630,2971.95,618.66,176.05,10.61,81.3,35.01,3.45,0
20190624:0730,2833.7,610.32,164.4,10.35,79.77,35.54,1.66,0
20190624:0830,2614.1,518.92,189.07,9.56,67.85,36,2.07,0
20190624:0930,1898.25,342.83,160.77,6.98,54.96,35.84,2.76,0
20190624:1030,1457.05,236.39,150.53,5.63,42,34.26,3.52,0
20190624:1130,846.85,140.82,101.87,3.96,29.17,34.22,3.59,0
20190624:1230,239.5,30.23,61.6,1.92,16.62,33.46,3.45,0
20190624:1330,29.85,0,18.28,0.26,4.51,32.76,3.45,0
20190624:1430,0,0,0,0,0,31.71,3.1,0
20190624:1530,0,0,0,0,0,30.89,3.03,0
20190624:1630,0,0,0,0,0,30.27,2.55,0
20190624:1730,0,0,0,0,0,29.77,1.79,0
20190624:1830,0,0,0,0,0,29.24,1.1,0
20190624:1930,0,0,0,0,0,28.87,0.69,0
20190624:2030,0,0,0,0,0,28.41,1.1,0
20190624:2130,0,0,0,0,0,28.15,1.45,0
20190624:2230,0,0,0,0,0,27.85,1.52,0
20190624:2330,0,0,0,0,-5.12,27.66,1.52,0
20190625:0030,56.2,0,26.41,0.37,6.38,27.53,1.38,0
20190625:0130,333.95,45.68,70.85,2.3,18.57,28.2,1.24,0
20190625:0230,983.85,157.57,114.39,4.31,31.18,30.03,1.45,0
20190625:0330,1702.55,295.36,153.06,6.49,44.04,31.09,1.59,0
20190625:0430,2213.3,423.85,162.11,8.1,57.01,32.23,1.45,0
20190625:0530,2591,499.11,203.34,9.45,69.85,33.37,1.03,0
20190625:0630,2615.25,512.54,204.44,9.55,81.26,34.36,0.76,0
20190625:0730,2356.4,403.38,230.67,8.43,79.79,35.56,1.93,0
20190625:0830,2566.55,532.08,164.34,9.42,67.89,35.98,1.72,0
20190625:0930,2086.35,412.25,150.98,7.84,55,36.54,1.52,0
20190625:1030,1666.55,317.42,137.58,6.7,42.03,36.45,0.97,0
20190625:1130,895.4,150.69,108.98,4.24,29.2,35.22,0.62,0
20190625:1230,219.5,26.86,58.64,1.75,16.65,34.75,1.24,0
20190625:1330,25.4,0,16.75,0.23,4.54,33.39,1.59,0
20190625:1430,0,0,0,0,0,32.57,1.1,0
20190625:1530,0,0,0,0,0,30.53,0.28,0
20190625:1630,0,0,0,0,0,29.82,0.62,0
20190625:1730,0,0,0,0,0,29.38,0.9,0
20190625:1830,0,0,0,0,0,29.06,0.69,0
20190625:1930,0,0,0,0,0,29.37,0.34,0
20190625:2030,0,0,0,0,0,28.71,0.69,0
20190625:2130,0,0,0,0,0,28.4,0.69,0
20190625:2230,0,0,0,0,0,28.16,0.69,0
20190625:2330,0,0,0,0,-5.17,27.81,0.76,0
20190626:0030,66.5,0,29.55,0.41,6.33,27.75,0.48,0
20190626:0130,354,54.31,70.75,2.56,18.52,28.45,0.14,0
20190626:0230,1107,203.53,104.88,5,31.12,30.55,0.34,0
20190626:0330,1895.3,374.44,131.94,7.4,43.98,32.67,1.1,0
20190626:0430,2489.9,518.42,150.13,9.28,56.96,34.52,1.86,0
20190626:0530,2862.35,613.75,163.9,10.5,69.79,35.99,2.34,0
20190626:0630,3118.5,690.2,166.7,11.44,81.2,37.27,2.69,0
20190626:0730,3169.5,700.11,174.05,11.68,79.81,38.19,2.97,0
20190626:0830,2870.95,616.45,167.52,10.61,67.92,39.34,3.52,0
20190626:0930,2466.55,524.7,142.23,9.32,55.03,40.06,4.14,0
20190626:1030,1773.55,358.71,122.42,7.13,42.07,40.34,4.69,0
20190626:1130,942.65,180.95,94.84,4.59,29.24,40.14,5.17,0
20190626:1230,244.8,37.11,60.94,2.15,16.68,39.27,5.03,0
20190626:1330,37.3,0,21.2,0.3,4.57,37.73,3.79,0
20190626:1430,0,0,0,0,0,35.68,3.24,0
20190626:1530,0,0,0,0,0,34.08,3.52,0
20190626:1630,0,0,0,0,0,33,3.31,0
20190626:1730,0,0,0,0,0,31.82,2.55,0
20190626:1830,0,0,0,0,0,30.62,2.28,0
20190626:1930,0,0,0,0,0,30.6,2.62,0
20190626:2030,0,0,0,0,0,30.03,2.48,0
20190626:2130,0,0,0,0,0,29.47,2.41,0
20190626:2230,0,0,0,0,0,28.89,2.41,0
20190626:2330,0,0,0,0,-5.23,28.39,2.34,0
20190627:0030,65.15,0,29.15,0.41,6.27,28.01,2.14,0
20190627:0130,359.45,61.11,67.44,2.72,18.46,28.33,1.59,0
20190627:0230,1171.2,221.93,102.08,5.29,31.07,30.77,1.45,0
20190627:0330,1945.4,392.47,125.49,7.59,43.93,33.41,1.86,0
20190627:0430,2604.65,550.2,145.64,9.66,56.9,35.92,3.24,0
20190627:0530,2979.2,623.29,175.2,10.77,69.74,37.75,4.9,0
20190627:0630,3137.4,659,185.74,11.27,81.15,38.49,5.31,0
20190627:0730,2974.1,612.5,189.37,10.7,79.82,38.44,4.62,0
20190627:0830,2789.3,563.32,189.3,10.17,67.95,38.74,4.28,0
20190627:0930,2395.05,500.98,142.27,8.98,55.07,39.08,4.14,0
20190627:1030,1639.4,311.82,131.58,6.52,42.1,39.18,4.21,0
20190627:1130,813.35,148.58,90.06,3.92,29.27,38.48,4.21,0
20190627:1230,200.45,24.85,55.09,1.61,16.71,37.34,4.14,0
20190627:1330,30.15,0,18.59,0.26,4.59,35.97,3.1,0
20190627:1430,0,0,0,0,0,34.42,2.83,0
20190627:1530,0,0,0,0,0,33.02,2.69,0
20190627:1630,0,0,0,0,0,32.05,2.55,0
20190627:1730,0,0,0,0,0,31.21,2.48,0
20190627:1830,0,0,0,0,0,30.36,2.34,0
20190627:1930,0,0,0,0,0,30.12,2.48,0
20190627:2030,0,0,0,0,0,29.34,2.41,0
20190627:2130,0,0,0,0,0,28.64,2.28,0
20190627:2230,0,0,0,0,0,28.02,2.14,0
20190627:2330,0,0,0,0,-5.29,27.46,2.07,0
20190628:0030,66.55,0,29.46,0.41,6.21,27.01,1.93,0
20190628:0130,361.25,60.84,67.85,2.73,18.4,27.56,1.45,0
20190628:0230,1162.15,220.11,101.29,5.25,31.01,30.68,1.52,0
20190628:0330,1980.05,401.18,125.79,7.72,43.87,33.59,2.07,0
20190628:0430,2620.5,557.54,145.61,9.76,56.84,35.99,2.9,0
20190628:0530,3046,668.87,158.08,11.17,69.68,37.84,3.72,0
20190628:0630,2752.75,556,186.9,9.89,81.08,39.25,4.34,0
20190628:0730,3114.45,679.22,165.66,11.28,79.82,39.25,4.76,0
20190628:0830,2733.55,542.39,196.13,9.96,67.98,40.17,4.97,0
20190628:0930,2316.35,481.07,141.31,8.68,55.1,40.55,5.03,0
20190628:1030,1798.1,364.46,123.23,7.21,42.13,40.7,5.1,0
20190628:1130,929.3,174.22,97.95,4.5,29.29,40.52,5.1,0
20190628:1230,243.5,37.24,60.51,2.13,16.73,39.79,4.9,0
20190628:1330,35.25,0,20.53,0.29,4.61,38.24,3.66,0
20190628:1430,0,0,0,0,0,36.04,2.83,0
20190628:1530,0,0,0,0,0,34.43,2.41,0
20190628:1630,0,0,0,0,0,33.11,2.69,0
20190628:1730,0,0,0,0,0,32.3,2.9,0
20190628:1830,0,0,0,0,0,31.71,2.69,0
20190628:1930,0,0,0,0,0,30.88,2.28,0
20190628:2030,0,0,0,0,0,30.35,2.21,0
20190628:2130,0,0,0,0,0,29.85,2.21,0
